shot_danger_key,game_id,season_id,event_index,danger_zone,xg,shot_distance,shot_angle,is_rebound,is_rush,is_one_timer
E18981002282,18981,N20252026F,2282.0,unknown,0.09,0.0,0.0,0,0,0
E18987001013,18987,N20252026F,1013.0,unknown,0.09,0.0,0.0,0,0,0
E18987001042,18987,N20252026F,1042.0,unknown,0.09,0.0,0.0,0,0,0
E18987001046,18987,N20252026F,1046.0,unknown,0.09,0.0,0.0,0,0,0
E18987001064,18987,N20252026F,1064.0,unknown,0.09,0.0,0.0,0,0,0
E18987001078,18987,N20252026F,1078.0,unknown,0.09,0.0,0.0,0,0,0
E18987001082,18987,N20252026F,1082.0,unknown,0.09,0.0,0.0,0,0,0
E18987001084,18987,N20252026F,1084.0,unknown,0.09,0.0,0.0,0,0,0
E18987001094,18987,N20252026F,1094.0,unknown,0.09,0.0,0.0,0,0,0
E18987001104,18987,N20252026F,1104.0,unknown,0.09,0.0,0.0,0,0,0
E18987001106,18987,N20252026F,1106.0,unknown,0.09,0.0,0.0,0,0,0
E18987001110,18987,N20252026F,1110.0,unknown,0.09,0.0,0.0,0,0,0
E18987001114,18987,N20252026F,1114.0,unknown,0.09,0.0,0.0,0,0,0
E18987001135,18987,N20252026F,1135.0,unknown,0.09,0.0,0.0,0,0,0
E18987001151,18987,N20252026F,1151.0,unknown,0.09,0.0,0.0,0,0,0
E18987001214,18987,N20252026F,1214.0,unknown,0.09,0.0,0.0,0,0,0
E18987001238,18987,N20252026F,1238.0,unknown,0.09,0.0,0.0,0,0,0
E18987001257,18987,N20252026F,1257.0,unknown,0.09,0.0,0.0,0,0,0
E18987001260,18987,N20252026F,1260.0,unknown,0.09,0.0,0.0,0,0,0
E18987001291,18987,N20252026F,1291.0,unknown,0.09,0.0,0.0,0,0,0
E18987001296,18987,N20252026F,1296.0,unknown,0.09,0.0,0.0,0,0,0
E18987001299,18987,N20252026F,1299.0,unknown,0.09,0.0,0.0,0,0,0
E18987001304,18987,N20252026F,1304.0,unknown,0.09,0.0,0.0,0,0,0
E18987001317,18987,N20252026F,1317.0,unknown,0.09,0.0,0.0,0,0,0
E18987001339,18987,N20252026F,1339.0,unknown,0.09,0.0,0.0,0,0,0
E18987001345,18987,N20252026F,1345.0,unknown,0.09,0.0,0.0,0,0,0
E18987001363,18987,N20252026F,1363.0,unknown,0.09,0.0,0.0,0,0,0
E18987001436,18987,N20252026F,1436.0,unknown,0.09,0.0,0.0,0,0,0
E18987001438,18987,N20252026F,1438.0,unknown,0.09,0.0,0.0,0,0,0
E18987001453,18987,N20252026F,1453.0,unknown,0.09,0.0,0.0,0,0,0
E18987001463,18987,N20252026F,1463.0,unknown,0.09,0.0,0.0,0,0,0
E18987001470,18987,N20252026F,1470.0,unknown,0.09,0.0,0.0,0,0,0
E18987001491,18987,N20252026F,1491.0,unknown,0.09,0.0,0.0,0,0,0
E18987001506,18987,N20252026F,1506.0,unknown,0.09,0.0,0.0,0,0,0
E18987001511,18987,N20252026F,1511.0,unknown,0.09,0.0,0.0,0,0,0
E18987001525,18987,N20252026F,1525.0,unknown,0.09,0.0,0.0,0,0,0
E18987001548,18987,N20252026F,1548.0,unknown,0.09,0.0,0.0,0,0,0
E18987001566,18987,N20252026F,1566.0,unknown,0.09,0.0,0.0,0,0,0
E18987001582,18987,N20252026F,1582.0,unknown,0.09,0.0,0.0,0,0,0
E18987001591,18987,N20252026F,1591.0,unknown,0.09,0.0,0.0,0,0,0
E18987001599,18987,N20252026F,1599.0,unknown,0.09,0.0,0.0,0,0,0
E18987001644,18987,N20252026F,1644.0,unknown,0.09,0.0,0.0,0,0,0
E18987001652,18987,N20252026F,1652.0,unknown,0.09,0.0,0.0,0,0,0
E18987001658,18987,N20252026F,1658.0,unknown,0.09,0.0,0.0,0,0,0
E18987001668,18987,N20252026F,1668.0,unknown,0.09,0.0,0.0,0,0,0
E18987001711,18987,N20252026F,1711.0,unknown,0.09,0.0,0.0,0,0,0
E18987001717,18987,N20252026F,1717.0,unknown,0.09,0.0,0.0,0,0,0
E18987001731,18987,N20252026F,1731.0,unknown,0.09,0.0,0.0,0,0,0
E18987001737,18987,N20252026F,1737.0,unknown,0.09,0.0,0.0,0,0,0
E18987001746,18987,N20252026F,1746.0,unknown,0.09,0.0,0.0,0,0,0
E18987001748,18987,N20252026F,1748.0,unknown,0.09,0.0,0.0,0,0,0
E18987001768,18987,N20252026F,1768.0,unknown,0.09,0.0,0.0,0,0,0
E18987001787,18987,N20252026F,1787.0,unknown,0.09,0.0,0.0,0,0,0
E18987001820,18987,N20252026F,1820.0,unknown,0.09,0.0,0.0,0,0,0
E18987001829,18987,N20252026F,1829.0,unknown,0.09,0.0,0.0,0,0,0
E18987001853,18987,N20252026F,1853.0,unknown,0.09,0.0,0.0,0,0,0
E18987001885,18987,N20252026F,1885.0,unknown,0.09,0.0,0.0,0,0,0
E18987001894,18987,N20252026F,1894.0,unknown,0.09,0.0,0.0,0,0,0
E18987001898,18987,N20252026F,1898.0,unknown,0.09,0.0,0.0,0,0,0
E18987001917,18987,N20252026F,1917.0,unknown,0.09,0.0,0.0,0,0,0
E18987001924,18987,N20252026F,1924.0,unknown,0.09,0.0,0.0,0,0,0
E18987001931,18987,N20252026F,1931.0,unknown,0.09,0.0,0.0,0,0,0
E18987001939,18987,N20252026F,1939.0,unknown,0.09,0.0,0.0,0,0,0
E18987001960,18987,N20252026F,1960.0,unknown,0.09,0.0,0.0,0,0,0
E18987001978,18987,N20252026F,1978.0,unknown,0.09,0.0,0.0,0,0,0
E18987001987,18987,N20252026F,1987.0,unknown,0.09,0.0,0.0,0,0,0
E18987001995,18987,N20252026F,1995.0,unknown,0.09,0.0,0.0,0,0,0
E18987002016,18987,N20252026F,2016.0,unknown,0.09,0.0,0.0,0,0,0
E18987002032,18987,N20252026F,2032.0,unknown,0.09,0.0,0.0,0,0,0
E18987002040,18987,N20252026F,2040.0,unknown,0.09,0.0,0.0,0,0,0
E18987002077,18987,N20252026F,2077.0,unknown,0.09,0.0,0.0,0,0,0
E18987002109,18987,N20252026F,2109.0,unknown,0.09,0.0,0.0,0,0,0
E18987002121,18987,N20252026F,2121.0,unknown,0.09,0.0,0.0,0,0,0
E18987002133,18987,N20252026F,2133.0,unknown,0.09,0.0,0.0,0,0,0
E18987002166,18987,N20252026F,2166.0,unknown,0.09,0.0,0.0,0,0,0
E18987002179,18987,N20252026F,2179.0,unknown,0.09,0.0,0.0,0,0,0
E18987002187,18987,N20252026F,2187.0,unknown,0.09,0.0,0.0,0,0,0
E18987002196,18987,N20252026F,2196.0,unknown,0.09,0.0,0.0,0,0,0
E18987002215,18987,N20252026F,2215.0,unknown,0.09,0.0,0.0,0,0,0
E18987002225,18987,N20252026F,2225.0,unknown,0.09,0.0,0.0,0,0,0
E18987002263,18987,N20252026F,2263.0,unknown,0.09,0.0,0.0,0,0,0
E18987002274,18987,N20252026F,2274.0,unknown,0.09,0.0,0.0,0,0,0
E18987002276,18987,N20252026F,2276.0,unknown,0.09,0.0,0.0,0,0,0
E18987002279,18987,N20252026F,2279.0,unknown,0.09,0.0,0.0,0,0,0
E18987002287,18987,N20252026F,2287.0,unknown,0.09,0.0,0.0,0,0,0
E18987002292,18987,N20252026F,2292.0,unknown,0.09,0.0,0.0,0,0,0
E18987002333,18987,N20252026F,2333.0,unknown,0.09,0.0,0.0,0,0,0
E18987002368,18987,N20252026F,2368.0,unknown,0.09,0.0,0.0,0,0,0
E18987002379,18987,N20252026F,2379.0,unknown,0.09,0.0,0.0,0,0,0
E18987002390,18987,N20252026F,2390.0,unknown,0.09,0.0,0.0,0,0,0
E18987002406,18987,N20252026F,2406.0,unknown,0.09,0.0,0.0,0,0,0
E18987002408,18987,N20252026F,2408.0,unknown,0.09,0.0,0.0,0,0,0
E18987002423,18987,N20252026F,2423.0,unknown,0.09,0.0,0.0,0,0,0
E18987002438,18987,N20252026F,2438.0,unknown,0.09,0.0,0.0,0,0,0
E18987002456,18987,N20252026F,2456.0,unknown,0.09,0.0,0.0,0,0,0
E18987002463,18987,N20252026F,2463.0,unknown,0.09,0.0,0.0,0,0,0
E18987002471,18987,N20252026F,2471.0,unknown,0.09,0.0,0.0,0,0,0
E18987002483,18987,N20252026F,2483.0,unknown,0.09,0.0,0.0,0,0,0
E18987002510,18987,N20252026F,2510.0,unknown,0.09,0.0,0.0,0,0,0
E18987002544,18987,N20252026F,2544.0,unknown,0.09,0.0,0.0,0,0,0
E18987002554,18987,N20252026F,2554.0,unknown,0.09,0.0,0.0,0,0,0
E18987002561,18987,N20252026F,2561.0,unknown,0.09,0.0,0.0,0,0,0
E18987002575,18987,N20252026F,2575.0,unknown,0.09,0.0,0.0,0,0,0
E18987002583,18987,N20252026F,2583.0,unknown,0.09,0.0,0.0,0,0,0
E18987002591,18987,N20252026F,2591.0,unknown,0.09,0.0,0.0,0,0,0
